site_id,site_name,cpt_name,borehole_id,latitude,longitude,qc10_mpa,qc50_mpa,ic_median,theta_z_m,n_profile_points,data_source
Canterbury_02610,MER-POD11-CPT001TT.xls,MER-POD11-CPT001TT,MER-POD11-CPT001,-43.50920893,172.62482879,2.0556240000000003,4.91188,1.2649975146364474,1.200000000000001,308,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02611,MER-POD11-CPT002TT.xls,MER-POD11-CPT002TT,MER-POD11-CPT002,-43.51019945,172.62405051,1.85124,3.6713,1.2721004140894234,0.4600000000000004,591,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02612,MER-POD11-CPT003TT.xls,MER-POD11-CPT003TT,MER-POD11-CPT003,-43.50991436,172.62522574,1.5131999999999999,2.0496,1.2607351660389918,0.15000000000000013,479,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02613,MER-POD11-CPT004TT.xls,MER-POD11-CPT004TT,MER-POD11-CPT004,-43.50931544,172.62566844,1.74,3.7552,1.1712562440330039,0.6000000000000005,667,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02614,MER-POD11-CPT005TT.xls,MER-POD11-CPT005TT,MER-POD11-CPT005,-43.50856748,172.62497841,1.1156,5.259399999999999,1.2610384220533515,0.6000000000000005,561,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02615,MER-POD11-CPT006TT.xls,MER-POD11-CPT006TT,MER-POD11-CPT006,-43.50971063,172.62336829,1.59444,3.1410899999999997,1.2612713463581078,0.9400000000000008,266,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02616,MER-TC201-CPT001TT.xls,MER-TC201-CPT001TT,MER-TC201-CPT001,-43.51930855,172.62089229,4.195886000000001,28.09335,1.407251116224904,0.7000000000000006,262,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02617,MER-TC201-CPT002TT.xls,MER-TC201-CPT002TT,MER-TC201-CPT002,-43.51957975,172.6219908,10.119504,15.58437,1.2432526484393351,0.2200000000000002,78,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02618,MER-TC201-CPT003TT.xls,MER-TC201-CPT003TT,MER-TC201-CPT003,-43.51386965,172.60880063,6.325189999999999,25.09509,1.4751477141770006,0.26000000000000023,164,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02619,NBR-POD01-CPT03TT.xls,NBR-POD01-CPT03TT,NBR-POD01-CPT03,-43.5218326,172.7271896,7.9809399999999995,15.6092,1.218561417556994,1.1999999999999744,986,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02620,NBR-POD01-CPT05TT.xls,NBR-POD01-CPT05TT,NBR-POD01-CPT05,-43.5226681,172.72683643,3.16762,13.7306,1.212091904679874,0.6599999999999859,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02621,NBR-POD01-CPT101TT.xls,NBR-POD01-CPT101TT,NBR-POD01-CPT101,-43.52400849,172.72847802,5.284140000000001,14.829379999999999,1.2009687795685506,1.1999999999999744,1007,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02622,NBR-POD01-CPT10TT.xls,NBR-POD01-CPT10TT,NBR-POD01-CPT10,-43.52206428,172.72741936,9.937,15.459200000000001,1.2803166624726738,0.799999999999983,1011,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02623,NBR-POD01-CPT11TT.xls,NBR-POD01-CPT11TT,NBR-POD01-CPT11,-43.52242929,172.72827293,10.666628,15.47344,1.2487663200373451,0.019999999999999574,988,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02624,NBR-POD01-CPT12TT.xls,NBR-POD01-CPT12TT,NBR-POD01-CPT12,-43.52215652,172.72798322,7.05142,14.49668,1.1863752760217352,0.6999999999999851,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02625,NBR-POD01-CPT25TT.xls,NBR-POD01-CPT25TT,NBR-POD01-CPT25,-43.52406422,172.72817955,6.127054,13.80688,1.2632013382877307,1.1399999999999757,989,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02626,NBR-POD01-CPT26TT.xls,NBR-POD01-CPT26TT,NBR-POD01-CPT26,-43.52346604,172.72902036,6.93726,14.289,1.0577339023744006,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02627,NBR-POD01-CPT27TT.xls,NBR-POD01-CPT27TT,NBR-POD01-CPT27,-43.52313584,172.72876974,5.274760000000001,14.04168,1.193805454720819,1.1399999999999757,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02628,NBR-POD01-CPT35TT.xls,NBR-POD01-CPT35TT,NBR-POD01-CPT35,-43.52259334,172.72978827,9.76576,14.75552,1.2329129715684883,0.3999999999999915,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02629,NBR-POD01-CPT37TT.xls,NBR-POD01-CPT37TT,NBR-POD01-CPT37,-43.52372855,172.72927264,7.21138,15.15288,1.2614849648787154,0.9599999999999795,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02630,NBR-POD01-CPT38TT.xls,NBR-POD01-CPT38TT,NBR-POD01-CPT38,-43.52372171,172.72820458,5.909800000000001,16.1191,1.133426646867955,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02631,NBR-POD01-CPT40TT.xls,NBR-POD01-CPT40TT,NBR-POD01-CPT40,-43.52303224,172.72827309,6.69538,13.21294,1.236699732674568,0.25999999999999446,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02632,NBR-POD01-CPTB021TT.xls,NBR-POD01-CPTB021TT,NBR-POD01-CPTB021,-43.52277295,172.72747767,7.6823999999999995,13.1364,1.1874557736631015,0.5499999999999883,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02633,NBR-POD01-CPTB04TT.xls,NBR-POD01-CPTB04TT,NBR-POD01-CPTB004,-43.52384705,172.72921756,5.27954,15.43414,1.1996643915683067,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02634,NBR-POD02-CPT04TT.xls,NBR-POD02-CPT04TT,NBR-POD02-CPT04,-43.53386006,172.73837662,9.453140000000001,14.763140000000002,1.374678503805317,0.8399999999999821,1007,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02635,NBR-POD02-CPT05TT.xls,NBR-POD02-CPT05TT,NBR-POD02-CPT05,-43.53383994,172.73851032,8.5444,14.924299999999999,1.3428415282478088,1.0199999999999783,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02636,NBR-POD02-CPT06TT.xls,NBR-POD02-CPT06TT,NBR-POD02-CPT06,-43.53372315,172.73868637,7.188920000000001,14.460420000000001,1.3592509301727707,0.8999999999999808,1042,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02637,NBR-POD02-CPT09TT.xls,NBR-POD02-CPT09TT,NBR-POD02-CPT09,-43.53460293,172.73788241,7.05764,11.595040000000001,1.139206246284894,1.0599999999999774,1003,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02638,NBR-POD02-CPT109TT.xls,NBR-POD02-CPT109TT,NBR-POD02-CPT109,-43.53421069,172.73654205,8.1427,15.01316,1.3087184391891935,1.0199999999999783,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02639,NBR-POD02-CPT110TT.xls,NBR-POD02-CPT110TT,NBR-POD02-CPT110,-43.53428312,172.73934349,9.529020000000001,15.31386,1.3292397535804044,0.6599999999999859,995,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02640,NBR-POD02-CPT16TT.xls,NBR-POD02-CPT16TT,NBR-POD02-CPT16,-43.53540627,172.7381739,7.54698,11.45448,1.1101158952008707,0.6799999999999855,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02641,NBR-POD02-CPT30TT.xls,NBR-POD02-CPT30TT,NBR-POD02-CPT30,-43.53613335,172.73949048,6.1406,12.1526,1.2277890674641836,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02642,NBR-POD02-CPT34TT.xls,NBR-POD02-CPT34TT,NBR-POD02-CPT34,-43.53649177,172.73858469,6.83198,12.73664,1.2270137846388707,0.5999999999999872,2010,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02643,NBR-POD02-CPT36TT.xls,NBR-POD02-CPT36TT,NBR-POD02-CPT36,-43.53633763,172.7395579,6.375859999999999,11.262319999999999,1.2406526308037311,1.0199999999999783,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02644,NBR-POD02-CPT38TT.xls,NBR-POD02-CPT38TT,NBR-POD02-CPT38,-43.53694634,172.73983317,4.015280000000001,12.84722,1.3017939118462658,0.9999999999999787,1025,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02645,NBR-POD02-CPT43TT.xls,NBR-POD02-CPT43TT,NBR-POD02-CPT43,-43.53762891,172.73910217,7.97564,13.90184,1.140912147795395,0.25999999999999446,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02646,NBR-POD02-CPT46TT.xls,NBR-POD02-CPT46TT,NBR-POD02-CPT46,-43.53802465,172.73929373,2.84546,12.692680000000001,1.2811001522637613,0.5999999999999872,2012,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02647,NBR-POD02-CPT50TT.xls,NBR-POD02-CPT50TT,NBR-POD02-CPT50,-43.53770086,172.73991508,4.95822,9.83136,1.2569119524016634,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02648,NBR-POD02-CPT53TT.xls,NBR-POD02-CPT53TT,NBR-POD02-CPT53,-43.53742849,172.74063023,7.58782,13.03592,1.3575876006126602,0.5999999999999872,1999,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02649,NBR-POD02-CPT55TT.xls,NBR-POD02-CPT55TT,NBR-POD02-CPT55,-43.53763432,172.74126367,6.6041139399999995,14.76161832,1.2968080354751828,0.6199999999999868,997,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02650,NBR-POD02-CPT57TT.xls,NBR-POD02-CPT57TT,NBR-POD02-CPT57,-43.53811994,172.74080223,7.715368,13.54064,1.2657944968056871,0.09999999999999787,987,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02651,NBR-POD02-CPT63TT.xls,NBR-POD02-CPT63TT,NBR-POD02-CPT63,-43.53649324,172.73994918,5.68040626,13.24261198,1.302444639835475,1.0999999999999766,914,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02652,NBR-POD02-CPT64TT.xls,NBR-POD02-CPT64TT,NBR-POD02-CPT64,-43.53616123,172.74064007,7.3908000000000005,14.3176,1.1963603817345845,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02653,NBR-POD02-CPT66TT.xls,NBR-POD02-CPT66TT,NBR-POD02-CPT66,-43.53647195,172.74020945,8.118472,15.3298,1.3666144761361068,0.5799999999999876,1050,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02654,NBR-POD02-CPT70TT.xls,NBR-POD02-CPT70TT,NBR-POD02-CPT70,-43.53711338,172.74022923,7.13612,14.145299999999999,1.341129371301779,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02655,NBR-POD02-CPT72TT.xls,NBR-POD02-CPT72TT,NBR-POD02-CPT72,-43.53687278,172.74098247,8.1504,13.2844,1.2035583523538067,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02656,NBR-POD02-CPTB007TT.xls,NBR-POD02-CPTB007TT,NBR-POD02-CPTB007,-43.53634403,172.73829026,10.4018,13.3072,1.2837790159629918,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02657,NBR-POD02-CPTB05TT.xls,NBR-POD02-CPTB05TT,NBR-POD02-CPTB005,-43.53758837,172.74080424,9.115639999999999,13.413219999999999,1.2180895978025967,0.5399999999999885,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02658,NBR-POD03-CPT04TT.xls,NBR-POD03-CPT04TT,NBR-POD03-CPT04,-43.52463921,172.72980184,3.5498000000000003,13.787799999999999,1.2051828233301358,0.5299999999999887,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02659,NBR-POD03-CPT05TT.xls,NBR-POD03-CPT05TT,NBR-POD03-CPT05,-43.52458089,172.72995635,4.05,13.8846,1.1903793364563062,0.49999999999998934,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02660,NBR-POD03-CPT103TT.xls,NBR-POD03-CPT103TT,NBR-POD03-CPT103,-43.52532529,172.73186143,7.92772,14.97868,1.3840741756988475,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02661,NBR-POD03-CPT104RTT.xls,NBR-POD03-CPT104RTT,NBR-POD03-CPT104,-43.52586437,172.73218723,7.8946000000000005,13.95858,1.272623132028358,0.8999999999999808,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02662,NBR-POD03-CPT105TT.xls,NBR-POD03-CPT105TT,NBR-POD03-CPT105,-43.52401309,172.73097772,8.06228,15.1554,1.2338093715241827,0.3799999999999919,1009,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02663,NBR-POD03-CPT106TT.xls,NBR-POD03-CPT106TT,NBR-POD03-CPT106,-43.52417068,172.73100931,9.96504,14.96444,1.224045842287311,0.4399999999999906,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02664,NBR-POD03-CPT107TT.xls,NBR-POD03-CPT107TT,NBR-POD03-CPT107,-43.52463959,172.73100044,10.109012,15.27614,1.287591950372775,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02665,NBR-POD03-CPT110TT.xls,NBR-POD03-CPT110TT,NBR-POD03-CPT110,-43.5260692,172.7311709,6.95612,13.09466,1.1183737256309958,0.9199999999999804,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02666,NBR-POD03-CPT111TT.xls,NBR-POD03-CPT111TT,NBR-POD03-CPT111,-43.52516061,172.73056521,5.5247399999999995,14.2746,1.2064125162057457,0.5999999999999872,2051,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02667,NBR-POD03-CPT112TT.xls,NBR-POD03-CPT112TT,NBR-POD03-CPT112,-43.52580481,172.73227655,9.73568,15.010200000000001,1.1534134460292322,0.41999999999999105,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02668,NBR-POD03-CPT12TT.xls,NBR-POD03-CPT12TT,NBR-POD03-CPT12,-43.52514064,172.72961172,2.0941600000000005,13.70764,1.1211557143475384,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02669,NBR-POD03-CPT14TT.xls,NBR-POD03-CPT14TT,NBR-POD03-CPT14,-43.52481721,172.73074806,9.92778,15.242659999999999,1.1645745706008264,0.6799999999999855,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02670,NBR-POD03-CPT19TT.xls,NBR-POD03-CPT19TT,NBR-POD03-CPT19,-43.52403307,172.73182642,8.944360000000001,16.85022,1.2416672458341098,0.7799999999999834,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02671,NBR-POD03-CPT22TT.xls,NBR-POD03-CPT22TT,NBR-POD03-CPT22,-43.52478707,172.73191043,12.204717500000001,15.63777,1.280459377588648,0.3199999999999932,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02672,NBR-POD03-CPT25TT.xls,NBR-POD03-CPT25TT,NBR-POD03-CPT25,-43.525377,172.73045527,7.6698,15.0758,1.2472891232702976,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02673,NBR-POD03-CPT27TT.xls,NBR-POD03-CPT27TT,NBR-POD03-CPT27,-43.52572691,172.73040314,5.3308,13.3872,1.2102212362256906,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02674,NBR-POD03-CPT29TT.xls,NBR-POD03-CPT29TT,NBR-POD03-CPT29,-43.52642578,172.73131529,4.8502,13.164,1.26589146471142,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02675,NBR-POD03-CPT30TT.xls,NBR-POD03-CPT30TT,NBR-POD03-CPT30,-43.52475072,172.73172245,10.042684000000001,12.9336,1.2119681656100991,1.1999999999999744,988,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02676,NBR-POD03-CPT41TT.xls,NBR-POD03-CPT41TT,NBR-POD03-CPT41,-43.52515253,172.7316524,8.368120000000001,15.10828,1.0915089925239907,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02677,NBR-POD03-CPT44TT.xls,NBR-POD03-CPT44TT,NBR-POD03-CPT44,-43.52467285,172.73229538,9.136970000000002,14.869779999999999,1.2031184412094875,0.5599999999999881,986,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02678,NBR-POD03-CPT51TT.xls,NBR-POD03-CPT51TT,NBR-POD03-CPT51,-43.52550805,172.73057381,6.44468,14.30158,1.2381315662474974,0.4399999999999906,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02679,NBR-POD03-CPT54TT.xls,NBR-POD03-CPT54TT,NBR-POD03-CPT54,-43.5260643,172.73076742,3.9091000000000005,13.416619999999998,1.4031060065174559,1.1999999999999744,1009,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02680,NBR-POD03-CPT57TT.xls,NBR-POD03-CPT57TT,NBR-POD03-CPT57,-43.52552498,172.73181194,7.5098,14.3484,1.207519455511481,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02681,NBR-POD03-CPT62TT.xls,NBR-POD03-CPT62TT,NBR-POD03-CPT62,-43.52460167,172.73172311,8.764047999999999,13.683959999999999,1.2096382434023532,1.1999999999999744,988,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02682,NBR-POD03-CPT64TT.xls,NBR-POD03-CPT64TT,NBR-POD03-CPT64,-43.52419478,172.73077023,7.1998,15.4166,1.1831295181515071,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02683,NBR-POD03-CPTB02TT.xls,NBR-POD03-CPTB02TT,NBR-POD03-CPTB002,-43.52437514,172.73087927,10.324639999999999,15.02284,1.2582754766891,0.6999999999999851,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02684,NBR-POD09-CPT744TT.xls,NBR-POD09-CPT744TT,NNB-POD09-CPT744,-43.50363673,172.71417279,2.726,11.20388,1.255182125643914,0.5999999999999872,2004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02685,NNB-POD01-CPT01TT.xls,NNB-POD01-CPT01TT,NNB-POD01-CPT01,-43.48764162,172.70716947,3.239,9.401,1.1355510419755375,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02686,NNB-POD01-CPT02TT.xls,NNB-POD01-CPT02TT,NNB-POD01-CPT02,-43.49067484,172.71063842,5.79078,13.98482,1.1494527630311175,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02687,NNB-POD01-CPT03TT.xls,NNB-POD01-CPT03TT,NNB-POD01-CPT03,-43.48810035,172.70768461,3.7201999999999997,9.281,1.1367252342454248,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02688,NNB-POD01-CPT04TT.xls,NNB-POD01-CPT04TT,NNB-POD01-CPT04,-43.4886476,172.70917485,3.3495999999999997,11.733799999999999,1.1971880917839863,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02689,NNB-POD01-CPT09TT.xls,NNB-POD01-CPT09TT,NNB-POD01-CPT09,-43.48986066,172.70982662,3.0678,9.058399999999999,1.066281501877365,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02690,NNB-POD01-CPT10TT.xls,NNB-POD01-CPT10TT,NNB-POD01-CPT10,-43.49041034,172.71147465,4.0196,11.1502,1.1848856890565362,0.5999999999999872,2011,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02691,NNB-POD01-CPT11TT.xls,NNB-POD01-CPT11TT,NNB-POD01-CPT11,-43.49105451,172.71060942,3.2904,13.093200000000001,1.1693717644721087,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02692,NNB-POD01-CPT12TT.xls,NNB-POD01-CPT12TT,NNB-POD01-CPT12,-43.49184653,172.7111966,4.22812,11.173,1.2242721363398261,0.5999999999999872,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02693,NNB-POD01-CPT13RTT.xls,NNB-POD01-CPT13RTT,NNB-POD01-CPT13,-43.48882238,172.70998696,3.7607799999999996,10.710090000000001,1.2641517621593472,1.1999999999999744,1020,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02694,NNB-POD01-CPT16TT.xls,NNB-POD01-CPT16TT,NNB-POD01-CPT16,-43.48765803,172.70902196,2.4450600000000002,10.0528,1.314379802468688,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02695,NNB-POD01-CPT17TT.xls,NNB-POD01-CPT17TT,NNB-POD01-CPT17,-43.48696613,172.70823596,0.7679199999999999,13.35912,1.225469613852784,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02696,NNB-POD01-CPT18TT.xls,NNB-POD01-CPT18TT,NNB-POD01-CPT18,-43.48968771,172.71120338,3.8582199999999998,10.46744,1.176925788253121,0.9999999999999787,981,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02697,NNB-POD01-CPTB10TT.xls,NNB-POD01-CPTB10TT,NNB-POD01-CPTB10,-43.48868742,172.70894163,3.3718000000000004,8.8864,1.2139192130829517,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02698,NNB-POD02-CPT146TT.xls,NNB-POD02-CPT146TT,NNB-POD02-CPT146,-43.49110456,172.7156586,3.7924,14.351,1.25334328133701,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02699,NNB-POD02-CPT18TT.xls,NNB-POD02-CPT18TT,NNB-POD02-CPT18,-43.49110456,172.7156586,5.83342,11.06222,1.2139798891698077,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02700,NNB-POD02-CPT74TT.xls,NNB-POD02-CPT74TT,NNB-POD02-CPT74,-43.49106447,172.71677316,5.5202,12.799,1.065836084509411,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02701,NNB-POD02-CPT75TT.xls,NNB-POD02-CPT75TT,NNB-POD02-CPT75,-43.4909982,172.7155267,5.69418,12.42038,1.1367363811675788,0.9999999999999787,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02702,NNB-POD02-CPT76TT.xls,NNB-POD02-CPT76TT,NNB-POD02-CPT76,-43.49090838,172.71720745,9.34188,15.81476,1.192475716367337,0.4399999999999906,1007,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02703,NNB-POD02-CPT79TT.xls,NNB-POD02-CPT79TT,NNB-POD02-CPT79,-43.49121237,172.71703778,8.944840000000001,13.71068,1.1409237425694423,1.1999999999999744,1010,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02704,NNB-POD02-CPT80TT.xls,NNB-POD02-CPT80TT,NNB-POD02-CPT80,-43.49067577,172.71777956,6.0973999999999995,13.18446,1.1727407542710417,0.3799999999999919,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02705,NNB-POD02-CPT81TT.xls,NNB-POD02-CPT81TT,NNB-POD02-CPT81,-43.49080173,172.71607664,5.83342,11.06222,1.2139798891698077,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02706,NNB-POD02-CPT82TT.xls,NNB-POD02-CPT82TT,NNB-POD02-CPT82,-43.49078774,172.71442679,5.9938199999999995,13.5786,1.2345007151537062,0.7199999999999847,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02707,NNB-POD02-CPT83TT.xls,NNB-POD02-CPT83TT,NNB-POD02-CPT83,-43.49163786,172.71573462,7.11032,12.20882,1.0803873730584184,0.26000000000000006,672,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02708,NNB-POD02-CPT84TT.xls,NNB-POD02-CPT84TT,NNB-POD02-CPT84,-43.48908088,172.71397467,3.3617399999999997,16.089299999999998,1.235685888816501,1.0599999999999774,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02709,NNB-POD02-CPT85TT.xls,NNB-POD02-CPT85TT,NNB-POD02-CPT85,-43.48990104,172.7151042,7.602600000000001,12.894,1.1751684564693121,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02710,NNB-POD02-CPT86TT.xls,NNB-POD02-CPT86TT,NNB-POD02-CPT86,-43.49034507,172.71445853,4.69,11.830200000000001,1.1372946658036516,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02711,NNB-POD02-CPT87TT.xls,NNB-POD02-CPT87TT,NNB-POD02-CPT87,-43.4923509,172.71464471,3.9998,11.8542,1.0857133454140295,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02712,NNB-POD02-CPTB23TT.xls,NNB-POD02-CPTB23TT,NNB-POD02-CPTB23,-43.48813049,172.7142998,8.7694,16.081799999999998,1.357209133319935,0.5999999999999872,2003,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02713,NNB-POD03-CPT03TT.xls,NNB-POD03-CPT03TT,NNB-POD03-CPT03,-43.49184615,172.71723771,5.533,12.7864,1.216913240817872,0.5999999999999872,2501,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02714,NNB-POD03-CPT05TT.xls,NNB-POD03-CPT05TT,NNB-POD03-CPT05,-43.49205004,172.71676895,6.6701999999999995,13.4212,1.2446710762455788,0.5999999999999872,2501,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02715,NNB-POD03-CPT07TT.xls,NNB-POD03-CPT07TT,NNB-POD03-CPT07,-43.49227363,172.71626462,6.4601999999999995,13.0656,1.2371091564975558,0.5999999999999872,2501,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_02716,NNB-POD03-CPT102TT.xls,NNB-POD03-CPT102TT,NNB-POD03-CPT102,-43.49465304,172.71559728,5.160399999999999,13.08,1.20567598675662,0.5999999999999872,2502,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
