scenario,gradation,year,layer,z_mid_m,gw_depth_m,fc_pct,pga_g,n160,n1_60cs,csr,pf_nonstationary,fs_deterministic_nonstationary,crr_benchmark_module,crr_bi14_spt_style,fs_bi14_spt_style,delta_fs_bi14_minus_benchmark,pf_bi14_spt_style_diagnostic,delta_pf_bi14_minus_benchmark,method_status
stationary,fines_washout,34,L2,4.5,3.2,11.28,0.28,13.0,14.668201940303987,0.20814594754653132,0.572,0.922802532427555,0.19207760751047212,0.13691946484526915,0.6578050952188758,-0.2649974372086792,0.934529237801693,0.362529237801693,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,36,L2,4.5,3.2,11.120000000000001,0.28,13.0,14.602454323905945,0.20814594754653132,0.57075,0.918271279735431,0.19113444562529722,0.13643417145904035,0.6554735898883657,-0.2627976898470653,0.9361460997676632,0.3653960997676632,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,38,L2,4.5,3.2,10.96,0.28,13.0,14.53684010105788,0.20814594754653132,0.5814166666666667,0.9137610516442474,0.1901956599256068,0.13595134776203208,0.6531539497382718,-0.2606071019059756,0.9377292954108412,0.35631262874417446,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,40,L2,4.5,3.2,10.8,0.28,13.0,14.471433394892795,0.20814594754653132,0.5745833333333333,0.9092768511936308,0.18926229177382464,0.13547150942303357,0.6508486522071188,-0.2584281989865119,0.9392776202847931,0.3646942869514598,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,42,L2,4.5,3.2,10.64,0.28,13.0,14.40631327691214,0.20814594754653132,0.5843333333333334,0.9048239663943679,0.18833544184796652,0.13499520238283977,0.6485603201698722,-0.2562636462244957,0.9407898840080966,0.35645655067476323,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,44,L2,4.5,3.2,10.48,0.28,13.0,14.341563809933442,0.20814594754653132,0.5994166666666667,0.9004079692526239,0.18741626993853544,0.13452300287965444,0.6462917220599821,-0.2541162471926418,0.9422649149724776,0.34284824830581084,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,46,L2,4.5,3.2,10.32,0.28,13.0,14.277274044826223,0.20814594754653132,0.5960833333333333,0.8960347118507037,0.18650599413274788,0.13405551716917602,0.6440457705245869,-0.2519889413261168,0.9437015653081848,0.34761823197485153,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,48,L2,4.5,3.2,10.16,0.28,13.0,14.213537962011895,0.20814594754653132,0.58975,0.8917103189707839,0.1856058892791935,0.13359338088300088,0.6418255193420755,-0.24988479962870835,0.9450987161137286,0.35534871611372865,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,50,L2,4.5,3.2,10.0,0.28,13.0,14.150454347738503,0.20814594754653132,0.60275,0.8874411766960202,0.18471728461520184,0.13313725796301867,0.6396341583025807,-0.24780701839343944,0.94645528296124,0.34370528296124003,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,0,L3,8.0,3.2,21.0,0.28,18.0,23.330086030389968,0.2525321682637648,0.21325,1.3381792659509093,0.33793331155619627,0.227921610561754,0.9025448604381143,-0.435634405512795,0.6442183919894867,0.4309683919894867,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,2,L3,8.0,3.2,20.84,0.28,18.0,23.28532146078438,0.2525321682637648,0.22283333333333333,1.3347579458641152,0.3370693181763538,0.2271927650582496,0.8996587112852542,-0.435099234578861,0.648512441084206,0.4256791077508727,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,4,L3,8.0,3.2,20.68,0.28,18.0,23.240221285354465,0.2525321682637648,0.22058333333333333,1.331315561152943,0.33620000530124344,0.22646316586549078,0.8967695776046818,-0.43454598354826124,0.6528057588478685,0.43222242551453516,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,6,L3,8.0,3.2,20.52,0.28,18.0,23.19477848675734,0.2525321682637648,0.21458333333333332,1.3278516800287752,0.3353252638903494,0.2257327568592946,0.8938772371507191,-0.4339744428780561,0.6570980696911584,0.442514736357825,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,8,L3,8.0,3.2,20.36,0.28,18.0,23.1489859696384,0.2525321682637648,0.22191666666666668,1.3243658684410746,0.3344449843319484,0.22500148272252157,0.890981470873493,-0.4333843975675816,0.6613890842383309,0.4394724175716642,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,10,L3,8.0,3.2,20.2,0.28,18.0,23.102836565167518,0.2525321682637648,0.22641666666666665,1.3208576905176703,0.3335590565542961,0.22426928902835222,0.8880820632487004,-0.4327756272689699,0.6656784985806606,0.439261831913994,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,12,L3,8.0,3.2,20.04,0.28,18.0,23.056323036169815,0.2525321682637648,0.233,1.3173267090493652,0.3326673701480058,0.22353612232948905,0.8851788026308397,-0.4321479064185255,0.6699659935117162,0.43696599351171617,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,14,L3,8.0,3.2,19.88,0.28,18.0,23.009438082901355,0.2525321682637648,0.22791666666666666,1.3137724860221984,0.3317698145004624,0.22280193025364572,0.8822714816313365,-0.4315010043908619,0.6742512337449628,0.4463345670782961,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,16,L3,8.0,3.2,19.72,0.28,18.0,22.962174349524183,0.2525321682637648,0.234,1.3101945832009438,0.33086627894317394,0.22206666160570712,0.8793598975230869,-0.430834685677857,0.6785338671142938,0.44453386711429377,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,18,L3,8.0,3.2,19.56,0.28,18.0,22.914524431338858,0.2525321682637648,0.23158333333333334,1.3065925627676491,0.3299566529130236,0.2213302664769595,0.8764438526729967,-0.4301487100946524,0.6828135237582559,0.4512301904249225,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,20,L3,8.0,3.2,19.4,0.28,18.0,22.86648088283719,0.2525321682637648,0.23641666666666666,1.302965988019276,0.3290408261284464,0.22059269636182272,0.8735231550042293,-0.4294428330150468,0.6870898152888137,0.4506731486221471,direct_spt_model_form_check_not_site_validation
stationary,fines_washout,22,L3,8.0,3.2,19.24,0.28,18.0,22.818036226642423,0.2525321682637648,0.244,1.299314424128782,0.3281186887816262,0.2198539042825319,0.87059761848993,-0.42871680563885195,0.6913623339456976,0.4473623339456976,direct_spt_model_form_check_not_site_validation
