site_id,borehole_id,depth_m,qc_mpa,fs_mpa,u2_mpa,ic_proxy,latitude,longitude,data_source
Canterbury_100_Osbourne_CPT01,CPT01,2.1799226471277153,2.1534,0.019899999999999998,-0.066,1.1936023656625874,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.1999222949910116,2.0751800000000005,0.028300000000000002,-0.06609999999999999,1.3633367537394165,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.2199220561714297,2.006,0.032,-0.0655,1.432664289176471,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.2399218502504072,1.79542,0.0296,-0.0654,1.4532427295388306,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.2599216598648217,1.6896200000000001,0.028300000000000002,-0.0654,1.4641702844828863,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.2799214377991337,1.6213000000000002,0.022,-0.065,1.3773480731435073,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.299921276656735,1.72902,0.0188,-0.0599,1.2776352512006592,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.319920881873858,1.6899199999999999,0.0167,-0.0599,1.2387453799398795,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.3399204185525515,1.80006,0.014199999999999999,-0.0597,1.137450537566113,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.3599198553175857,1.80014,0.014199999999999999,-0.0593,1.1374279403855614,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.37991929208262,1.9405999999999999,0.0148,-0.0595,1.117259689349406,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.399918403824799,1.9406199999999998,0.0136,-0.0594,1.0810391400059762,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.419917515566978,1.9342199999999998,0.0136,-0.0599,1.0826955258388127,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.4399170522456712,1.95732,0.017,-0.0599,1.1724299620636722,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.4599165889243646,1.89874,0.017,-0.0598,1.1875313072789517,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.4799161490584227,1.7574400000000001,0.0145,-0.0598,1.158569209528822,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.4999157542755457,1.7139199999999999,0.0145,-0.0594,1.1713989446930062,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.519915314409604,1.51844,0.012199999999999999,-0.0593,1.1613919513163324,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.539914897389805,1.32748,0.012199999999999999,-0.0591,1.2331519902659844,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.5599144340684985,0.94804,0.011699999999999999,-0.0588,1.4010292264863962,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.5799140819317947,0.81654,0.0123,-0.0588,1.5051879804063342,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
