case_no,earthquake,site,liquefied,mw,pga,csr75,fc_pct,gc_pct,n120,vs1_ms,dw_m,ds_m,hn_m,dn_m,shallow_groundwater_index,demand_index,dpt_resistance_index,vs_resistance_index,capping_index,dpt_screening_score,vs_screening_score,combined_instrument_score
11.0,Wenchuan earthquake,"Qifu Elementary School, Mianzhu, DY-26",1.0,7.9,0.3,0.2587804522948588,5.0,39.7,12.264285130370876,189.2047935282178,3.5,5.3,2.8,0.7,-0.46311299546403256,-0.4277518678231971,0.3068779313455879,0.5196901154634936,-0.08764473273468017,-0.19742979684630288,-0.13358614161093113,-0.0814043801058432
12.0,Wenchuan earthquake,"Dacheng village, Deyang",0.0,7.9,0.32,0.2722207254439006,5.0,60.9,22.58485743540035,252.6894752393993,4.5,6.8,2.6,1.9,-0.9576524968494368,-0.34717096074288534,-0.8601709253222815,-0.6740742528849833,-1.0266237846956936,-0.6571398985356548,-0.6013108968044655,-0.6712205605061349
13.0,Wenchuan earthquake,"Wulang village, Deyang",0.0,7.9,0.2,0.1781078505857408,,20.0,12.13673151669744,252.2688394136538,5.0,9.0,3.1,1.9,-1.2049222475421388,-0.9114229472843237,0.3213016759405359,-0.6661646273297945,-1.0266237846956936,-0.6060654622389973,-0.9023053532200964,-0.6802862605705774
14.0,Wenchuan earthquake,"Yangjia railway station, Deyang",0.0,7.9,0.2,0.1533419796563156,5.0,75.4,20.018698534510804,199.70847007376315,6.1,7.4,3.6,2.5,-1.7489156990660835,-1.0599062646988426,-0.5699900397281982,0.32217924419891913,-1.4961133106762003,-1.0725436363799654,-0.8048928512018303,-0.8451181570974775
15.0,Wenchuan earthquake,"Heping village, Deyang",0.0,7.9,0.18,0.1835247262860114,5.0,50.0,23.47846345629664,284.4151935712084,3.7,10.8,2.9,0.8,-0.5620208957411135,-0.8789461700173212,-0.961219767787182,-1.2706438675374467,-0.16589298706476469,-0.80459053534541,-0.8974177652704894,-0.874702715072449
16.0,Wenchuan earthquake,"Min'an village, Deyang",0.0,7.9,0.25,0.2415510822231697,5.0,68.6,16.91103090341379,250.29223517932505,3.7,8.2,0.0,3.7,-0.5620208957411135,-0.531050234858101,-0.2185754235050177,-0.6289966107048831,-2.435092362637214,-0.5387040300177341,-0.6618303861776937,-0.5895407863223989
17.0,Wenchuan earthquake,"Xiaojia village, Chengdu, CD-08",1.0,7.9,0.17,0.1403944227671962,,22.0,7.167410620300751,238.59509278511464,1.4,1.8,1.0,0.4,0.5754199574453164,-1.1375331006291498,0.8832317801198646,-0.40904383744797046,0.14710003025557317,-0.12448136824531617,-0.5121640535156665,-0.1808600036839816
18.0,Wenchuan earthquake,"Jingxing village, Pixian, CD-01",1.0,7.9,0.21,0.2458258483514446,5.0,65.0,15.563295821556189,241.53254122259085,0.9,3.5,2.1,0.0,0.8226897081380186,-0.5054209542361412,-0.06617373105172338,-0.464279544456365,0.460093047575911,-0.05974895471538129,-0.17918069873677378,-0.09544539507786783
19.0,Wenchuan earthquake,"Qingbaijiang Bridge, Pengzhou",0.0,7.9,0.21,0.1678610817624346,5.0,80.0,35.76326327392398,274.864631180595,3.0,3.7,0.0,3.0,-0.21584324477133043,-0.9728572587204077,-2.3503831937891366,-1.0910553310228925,-1.8873545823266227,-1.2804371026315218,-0.9026387438016484,-1.1663241235851458
20.0,Wenchuan earthquake,"Lingfeng machinery company, Mianyang",0.0,7.9,0.2,0.1700886575785145,5.0,30.0,17.506215896075314,236.07462317463404,4.1,6.1,3.5,0.6,-0.759836696295275,-0.9595018694467397,-0.28587885830126514,-0.36164898988166433,-0.009396478404595718,-0.6699766619206972,-0.692707701394817,-0.6177683871222295
21.0,Wenchuan earthquake,"Yongquan Village, Mianyang, MY-02",1.0,7.9,0.24,0.2658048351761837,,5.0,9.777505749233232,182.2735789449308,1.3,4.0,1.6,0.0,0.6248739075838567,-0.3856373112230636,0.5880825920723586,0.6500245012693225,0.460093047575911,0.15086742146689586,0.16944999422598506,0.2606277936358309
22.0,Wenchuan earthquake,"Jushui valliage, Kaijiang bridge, Mianyang",0.0,7.9,0.295,0.3643350216002027,5.0,65.0,62.12299574231752,423.70973908444495,0.8,4.1,0.5,0.3,0.8721436582765589,0.20509858445370854,-5.331138013395212,-3.8899350202519987,0.22534828458565764,-1.3213508951298,-0.888989997186836,-1.5867339562860499
23.0,Wenchuan earthquake,"Xiangliu village, Mianzhu, DY-03",1.0,7.9,0.295,0.2483289090573517,5.0,76.6,19.960076061068413,254.74421734956067,3.4,4.8,3.0,0.4,-0.4136590453254921,-0.49041390044174277,-0.5633610187220042,-0.7127115721743041,0.14710003025557317,-0.4650713683677052,-0.5098765344033952,-0.5022361908861914
24.0,Wenchuan earthquake,"Anren Village, Mianzhu, DY-02",1.0,7.9,0.295,0.2346732208800813,1.0,75.4,28.250391419824,282.6884141761054,4.0,5.0,4.0,0.0,-0.7103827461567347,-0.5722863243075322,-1.5008287070339024,-1.2381735509459528,0.460093047575911,-0.8268493549011117,-0.7480528080747267,-0.8671725619561588
25.0,Wenchuan earthquake,"Chuanmu village, Mianzhu",0.0,7.9,0.41,0.300623733817234,5.0,70.0,17.97626041896108,227.58429123374637,8.0,9.2,2.0,6.0,-2.6885407516983517,-0.1768812535953731,-0.3390314264732352,-0.20199700024748576,-4.234802212229156,-0.9307542530110167,-0.8896439251432917,-0.919562385053653
26.0,Wenchuan earthquake,"Yongfeng Village, Mianzhu, DY-04",1.0,7.9,0.34,0.3322683926928371,3.8,57.2,14.006251652953178,254.9443279040358,2.8,6.0,4.0,0.0,-0.11693534449424949,0.012843708700123985,0.10989660332924643,-0.7164744460396822,0.460093047575911,0.03836623339377537,-0.2095450814169032,-0.11720268701709811
27.0,Wenchuan earthquake,"Shuangquan Village, Mianzhu, DY-30",1.0,7.9,0.49,0.4047772486632311,5.0,50.0,19.783248887281605,233.006736081424,2.5,3.3,2.9,0.0,0.031426505921371695,0.447569202792228,-0.5433654269179393,-0.3039605176506493,0.460093047575911,0.0676864667441907,0.1395079395243777,0.01647398562663195
28.0,Wenchuan earthquake,"Tonglin village, Mianzhu",0.0,7.9,0.48,0.5572808242118806,5.0,50.0,21.40088892721515,228.21306556214256,2.0,10.2,4.2,0.0,0.2786962566140738,1.3619015466685247,-0.7262879338592071,-0.21382045700491978,0.460093047575911,0.4737132195446843,0.6274534626009706,0.36738776686276853
29.0,Wenchuan earthquake,"Wudu Village, Mianzhu, DY-31",1.0,7.9,0.48,0.5518529661043775,0.0,51.0,7.422281569613897,166.86652757678934,1.6,6.3,5.0,0.0,0.47651205716823547,1.3293589245837192,0.8544110092166067,0.9397383101575302,0.460093047575911,0.9728418826400983,0.9984400729223754,0.9424125512915719
30.0,Wenchuan earthquake,"Linfa village, Mianzhu",0.0,7.9,0.47,0.3962489854446859,5.0,60.0,24.359797412950705,343.6923263487535,4.3,6.3,3.2,1.1,-0.8587445965723558,0.39643815966911805,-1.0608808869631459,-2.3852895908888727,-0.4006377500550181,-0.33164790105506275,-0.7289705122327806,-0.7422615465034347
31.0,Wenchuan earthquake,"Changning Tianqi Village, Mianzhu, DY-29",0.0,7.9,0.43,0.3420660507743559,5.0,90.0,45.63675952407797,344.9960755439306,4.0,5.0,4.0,0.0,-0.7103827461567347,0.07158538505718685,-3.4668767533993274,-2.409805258172927,0.460093047575911,-1.1269214995966157,-0.8098000510286953,-1.2693534143969871
32.0,Wenchuan earthquake,"Linyan Village, Mianzhu, DY-10",1.0,7.9,0.594,0.4490118511212177,5.0,35.0,17.567324503593014,238.1731957251955,6.0,7.0,4.8,1.2,-1.6994617489275432,0.7127769371049547,-0.29278901099709403,-0.40111049567689977,-0.4788860043851025,-0.13092373160666232,-0.16342017701060405,-0.2531446233528284
33.0,Wenchuan earthquake,"Xinglong village, Mianzhu, DY-08",1.0,7.9,0.42,0.444105419573332,5.0,66.8,9.498785835723488,206.4578305780545,2.4,6.8,4.0,0.0,0.08088045605991216,0.6833605182366911,0.6196002004741326,0.19526443794980097,0.460093047575911,0.5325730369395287,0.4052723081822293,0.4413298526584066
34.0,Wenchuan earthquake,"Bayi village, Mianzhu",0.0,7.9,0.43,0.3140761107328219,5.0,50.0,14.49023788115499,236.75048440142996,6.2,6.7,4.1,2.1,-1.7983696492046242,-0.0962277786084008,0.055167509091840684,-0.37435786749985595,-1.1831202933558627,-0.4455821921549461,-0.5744398051324551,-0.5163477387032613
35.0,Wenchuan earthquake,"Pharmaceutical factory, Mianzhu",0.0,7.9,0.37,0.3250905855998405,5.0,50.0,15.578956787227868,296.42084319420786,3.4,5.4,2.1,1.3,-0.4136590453254921,-0.030190699900596835,-0.06794467083502802,-1.4963978030145904,-0.557134258715187,-0.14455773820663476,-0.5730936778605034,-0.43402376173599033
36.0,Wenchuan earthquake,"Xinshi School, Mianzhu, DY-27",1.0,7.9,0.34,0.3768632601023671,5.0,64.1,10.42552643041834,184.52022677336163,1.0,3.0,2.6,0.0,0.7732357579994781,0.2802114048129337,0.5148045050901411,0.6077785916495876,0.460093047575911,0.45818828767155373,0.48608051363938765,0.5002424150111637
37.0,Wenchuan earthquake,"Shihu village, Mianzhu, DY-22",1.0,7.9,0.33,0.2869640449567077,,19.0,13.814609469058787,177.2322522348414,2.9,4.4,4.0,0.0,-0.16638929463278995,-0.2587776634830334,0.13156747438106686,0.7448214827378172,0.460093047575911,-0.08725291280080741,0.09672328970621769,0.07443240265695272
38.0,Wenchuan earthquake,"Banqiao School, Mianzhu, DY-09",1.0,7.9,0.37,0.3232835539089171,5.0,49.0,12.185105777829808,173.7847607122536,3.0,4.6,1.5,1.5,-0.21584324477133043,-0.041024724712648925,0.31583152133300785,0.8096480271721406,-0.7136307673753559,-0.0025618570438235497,0.14558309470791625,0.13188706872856865
39.0,Wenchuan earthquake,"Baiyang Village, Mianzhu",1.0,7.9,0.35,0.3680692572303274,5.0,60.0,9.638002284641232,189.9483091949224,1.5,3.8,3.2,0.0,0.5259660073067759,0.22748712455183306,0.6038576241191725,0.5057090654480146,0.460093047575911,0.4117243471242274,0.38227977952288,0.4297316853467298
40.0,Wenchuan earthquake,"Guihua village, Mianzhu, DY-41",1.0,7.9,0.39,0.455491361187325,5.0,48.0,15.990301447584264,214.96969829145343,0.6,2.2,2.8,0.0,0.9710515585536397,0.7516247189002345,-0.11445946685379325,0.035207490187522505,0.460093047575911,0.521108247538491,0.5660083346508858,0.46443322037135143
41.0,Wenchuan earthquake,"Yongning village, Mianzhu",0.0,7.9,0.41,0.5026409477339917,4.0,50.0,36.66372960292265,333.2211720874219,1.4,10.2,3.8,0.0,0.5754199574453164,1.0343091859687437,-2.4522077989240367,-2.1883902678438876,0.460093047575911,-0.13213456212341745,-0.052989302799372764,-0.42802275439666587
42.0,Wenchuan earthquake,"Sangyuan village, Mianzhu, DY-44",1.0,7.9,0.29,0.2332997200077425,5.0,63.7,15.20437395948942,235.9455653371421,2.8,3.5,1.2,1.6,-0.11693534449424949,-0.5805211231796482,-0.025586897649665364,-0.3592221895307564,-0.7918790217054403,-0.33189159470986324,-0.43198218227419055,-0.34312523053308314
43.0,Wenchuan earthquake,"Wufang village, Mianzhu",0.0,7.9,0.27,0.2739497723203795,,25.8,23.58546692351033,212.2942839484172,2.0,4.6,2.3,0.0,0.2786962566140738,-0.3368044924318612,-0.9733197047267622,0.08551591463257391,0.460093047575911,-0.3648140293107559,-0.04716334350295505,-0.21669842666837874
44.0,Wenchuan earthquake,"Baihutou Village, Shifang, DY-39",1.0,7.9,0.594,0.5652934113679787,5.0,50.0,22.471157083124712,237.4442520522688,1.2,2.2,1.4,0.0,0.6743278577223972,1.409940863573663,-0.8473137055670016,-0.38740345706825063,0.460093047575911,0.538149500861323,0.6761225754109482,0.4044060936470066
45.0,Wenchuan earthquake,"Siyuan Village, Shifang, DY-11",1.0,7.9,0.41,0.401058570737187,5.0,50.0,14.667211562172549,206.8830539624988,1.5,3.0,1.2,0.3,0.5259660073067759,0.4252739386188557,0.03515535027084237,0.18726854805548776,0.22534828458565764,0.31838049315037587,0.36401445248576947,0.3097912738725036
46.0,Wenchuan earthquake,"Zhenjiang village, Shifang, DY-42",1.0,7.9,0.29,0.3110576685149002,5.0,74.0,15.728840625403857,274.79381600222905,0.9,2.4,0.7,0.2,0.8226897081380186,-0.11432479264914436,-0.08489351405867707,-1.0897237241786448,0.3035965389157421,0.10280355766367273,-0.1986455053723176,-0.09521935650127412
47.0,Wenchuan earthquake,"Quezhu village, Shifang",0.0,7.9,0.26,0.2249506780682876,5.0,50.0,19.889669388582025,258.0644163823614,6.0,10.5,2.0,4.0,-1.6994617489275432,-0.6305776484654312,-0.5553994421544929,-0.7751445118118434,-2.6698371256274673,-0.9237639805226739,-0.989687501419879,-0.9601951738230502
48.0,Wenchuan earthquake,"Jiangyou Train Station−1, MY-13",1.0,7.9,0.52,0.4988358173734071,5.0,50.0,19.008721457758195,239.32145201336635,2.4,4.7,1.7,0.7,0.08088045605991216,1.0114955978359308,-0.45578197472481824,-0.42270227822353895,-0.08764473273468017,0.33023228118397185,0.34015619013435566,0.19012046322815276
49.0,Wenchuan earthquake,"Jiangyou rail station line−2, MY-12",0.0,7.9,0.52,0.5068554722996818,5.0,50.0,17.776343036990546,240.6786531366126,3.0,6.5,1.1,1.9,-0.21584324477133043,1.059577289425389,-0.3164247971932829,-0.4482230542271863,-1.0266237846956936,0.28738250289438944,0.2478430257842184,0.12342264282574147
50.0,Wenchuan earthquake,"Yongshou Village, Dujiangyan, CD-17",1.0,7.9,0.25,0.21151333599417,5.0,85.0,22.024225057007165,320.897330205846,2.1,2.9,1.0,1.1,0.22924230647553334,-0.711140982340683,-0.7967746952609013,-1.9566530530884294,-0.4006377500550181,-0.5332292768392219,-0.8811927841874804,-0.7737683196967494
51.0,Wenchuan earthquake,"Quanshui village, Dujiangyan, CD-03",1.0,7.9,0.24,0.2327058178606368,4.5,4.8,20.341729738397373,315.35449338614404,0.9,1.7,1.0,0.0,0.8226897081380186,-0.5840818524297181,-0.6065183625790682,-1.8524256880520418,0.460093047575911,-0.25724974836069436,-0.6310219460025864,-0.508674864470224
52.0,Wenchuan earthquake,"Fengle valliage, Dujiangyan, CD-04",1.0,7.9,0.25,0.220143510949364,5.0,45.0,11.039308896352656,271.36543520442274,1.4,2.1,1.4,0.0,0.5754199574453164,-0.6593989293005704,0.4453980706463505,-1.025256537335516,0.460093047575911,-0.02502145312349273,-0.4662178355180527,-0.20867267472517387
53.0,Wenchuan earthquake,"Jingyu village, Pixian, CD-26",0.0,7.9,0.2,0.186547945072085,5.0,87.0,14.696334129370673,260.01439131251965,1.5,2.6,1.9,0.0,0.5259660073067759,-0.8608205181512788,0.03186217449073171,-0.8118117916666265,0.460093047575911,-0.2496127269807052,-0.5027149168279127,-0.3290792509479758
54.0,Wenchuan earthquake,"Business College, Dujiangyan",0.0,7.9,0.27,0.2366020485279339,5.0,50.0,24.431462576693267,255.57049546571784,2.3,3.5,2.1,0.2,0.13033440619845263,-0.560722074106514,-1.0689847735439233,-0.7282488852209694,0.3035965389157421,-0.5317736572256307,-0.42955289072874453,-0.5144527495047809
55.0,Wenchuan earthquake,"Ruikang garden, Dujiangyan",0.0,7.9,0.31,0.2447875424537845,5.0,40.0,44.86116514237046,345.88305842702067,5.4,6.9,0.0,5.4,-1.4027380480963008,-0.5116460978870537,-3.3791726504041213,-2.426484062139923,-3.76531268624865,-1.7128057831021033,-1.4269992066228436,-1.80902072070097
56.0,Wenchuan earthquake,"Zipingpu village, Dujiangyan, B-1",0.0,7.9,0.37,0.3116150005021832,5.0,60.0,28.56404491252431,290.4024497414858,3.0,4.2,1.0,2.0,-0.21584324477133043,-0.1109833191104655,-1.5362965996300715,-1.3832280829355499,-1.104872039025778,-0.6092437243942859,-0.5633231693859294,-0.7211613491073421
57.0,Wenchuan earthquake,"Yutang village, Dujiangyan, A-1",0.0,7.9,0.32,0.268099347805614,5.0,40.0,39.42610320125949,292.22649177829965,1.5,2.0,0.8,0.7,0.5259660073067759,-0.3718806035329444,-2.764576614755835,-1.41752732381108,-0.08764473273468017,-0.8959082911919541,-0.4917935039085278,-0.8657680341252921
58.0,Wenchuan earthquake,"Finance building, Dujiangyan",0.0,7.9,0.31,0.2627507458226493,5.0,75.0,30.54511290093961,299.5707251842867,2.7,3.8,0.0,2.7,-0.06748139435570924,-0.40394804700075654,-1.7603154875879317,-1.5556281052371879,-1.6526098193363694,-0.8059980372646802,-0.7445918225594571,-0.9006973048532491
59.0,Wenchuan earthquake,"Pilu Elementary School, Guanghan, DY-17",1.0,7.9,0.22,0.2522784151999729,10.0,26.1,9.666174968651776,182.77743163473357,1.4,5.2,2.3,0.0,0.5754199574453164,-0.466734709999518,0.6006718609955763,0.6405500678820766,0.460093047575911,0.10825958266674864,0.1202230447326987,0.22297588114355815
60.0,Wenchuan earthquake,"Xinyi kindergarten, Pengzhou, B-2",0.0,7.9,0.26,0.2289492513873385,5.0,65.0,38.3747404492259,335.0229814960771,1.4,2.1,1.0,0.4,0.5754199574453164,-0.6066042766817465,-2.6456886634446426,-2.222271446935138,0.14710003025557317,-0.9442395305383368,-0.8172143655854854,-1.0634645259127256
61.0,Wenchuan earthquake,"Lichun village, Pengzhou, CD-25",1.0,7.9,0.24,0.2195664815929135,5.0,59.0,11.599409962382133,160.3853185404632,2.4,4.1,3.1,0.0,0.08088045605991216,-0.6628584980488487,0.38206192131191796,1.0616108029044158,0.460093047575911,-0.14448700413762855,0.059377660340120805,0.09591481411694773
62.0,Wenchuan earthquake,"Sandaoyan village, Pixian",0.0,7.9,0.18,0.1743270685264429,5.0,90.0,28.30649203849576,209.44516329776133,2.1,4.2,3.6,0.0,0.22924230647553334,-0.9340905556307296,-1.5071725570592867,0.13909070814500246,0.460093047575911,-0.803639403477712,-0.30976042391642533,-0.5316949505797101
63.0,Wenchuan earthquake,"Majiamiao village, Pixian",0.0,7.9,0.2,0.1661145536313708,5.0,80.0,29.450995194127625,309.8464696026217,2.4,3.2,2.2,0.2,0.08088045605991216,-0.9833285355673697,-1.636592812037009,-1.7488529464779616,0.3035965389157421,-0.9021197664586496,-0.9357978067909353,-0.9898982209938042
64.0,Wenchuan earthquake,"Shidimiao village, Pixian",0.0,7.9,0.18,0.1619950188636109,5.0,80.0,30.647720143593062,322.0140199774207,4.0,7.0,1.6,2.4,-0.7103827461567347,-1.008027129461545,-1.7719183000759753,-1.9776512596458744,-1.417865056346116,-1.1981575003291407,-1.2598773882001104,-1.3156932093045635
65.0,Wenchuan earthquake,"Yongsheng village, Pixian",0.0,7.9,0.17,0.1628971197778086,5.0,75.0,27.454215133043387,346.3060328913989,3.4,7.1,1.6,1.8,-0.4136590453254921,-1.0026186002495319,-1.4107972051238222,-2.434437663397517,-0.9483755303656094,-1.004568117232815,-1.3116602547149234,-1.2501140693749828
66.0,Wenchuan earthquake,"Xinlian village, Emei, LS-01",1.0,7.9,0.13,0.1103390392018566,,,21.729251565294486,235.71707221378463,1.8,2.5,,,0.3776041568911546,-1.3177295924329213,-0.7634191345345984,-0.3549256105494244,0.460093047575911,-0.7234785731981676,-0.6009305160026154,-0.5863488226113005
67.0,Wenchuan earthquake,"Wuli villiage, Suining, SN-01",1.0,7.9,0.09,0.1099468596040731,,,6.661272262387184,160.77464789618256,1.0,5.0,,,0.7732357579994781,-1.32008089789951,0.9404658340522151,1.0542898634292168,0.460093047575911,-0.13424484986042384,-0.10009764104732334,0.11457462921014903
68.0,"Borah Peak, Idaho earthquake","Andersen Bar, SA-1",1.0,6.9,0.29,0.2149956781028051,2.0,70.0,6.7351289450052585,159.85736110092773,0.8,1.9,,,0.8721436582765589,-0.6902626651542657,0.9321141308269298,1.0715385014032324,0.460093047575911,0.16644942396276674,0.20827673513565748,0.35657197767614685
69.0,"Borah Peak, Idaho earthquake","Andersen Bar, X1-X2",1.0,6.9,0.29,0.2165319519853465,2.0,70.0,6.661133080836677,159.7173691274688,0.8,2.0,,,0.8721436582765589,-0.6810519637342722,0.9404815726822627,1.0741709069736083,0.460093047575911,0.17310447215836366,0.21321127244576732,0.3619956926582863
70.0,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-2",1.0,6.9,0.3,0.2099200251212583,3.0,63.0,7.782228322306794,168.8155155392093,1.2,2.4,,,0.6743278577223972,-0.7206936479730256,0.8137082813274912,0.9030895892194326,0.460093047575911,0.07767056673366081,0.10448495910124324,0.24898702124210081
71.0,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-4",1.0,6.9,0.3,0.2097799865846104,3.0,63.0,5.325557435467441,145.16567150374203,1.2,2.4,,,0.6743278577223972,-0.7215332464085746,1.0915082777770988,1.3478006654280266,0.460093047575911,0.16063274637254604,0.23752046266782434,0.393195376321299
72.0,"Borah Peak, Idaho earthquake","Mackay Dam, downstream toe,",0.0,6.9,0.23,0.13140363445792,6.0,23.0,45.91411508654128,318.54258131069315,2.3,2.8,,,0.13033440619845263,-1.191437204310271,-3.4982400811777237,-1.9123744137116123,0.460093047575911,-1.5365472326744531,-1.0607875324346199,-1.450054386867976
73.0,"Borah Peak, Idaho earthquake","North Gravel Bar, Bar Site",0.0,6.9,0.46,0.3422240803013601,5.0,62.0,29.639686562242836,303.66693935021846,1.0,2.4,,,0.7732357579994781,0.07253284813998709,-1.6579300052578383,-1.6326532140446937,0.460093047575911,-0.2870874159356661,-0.2795043785717227,-0.4550783430328197
74.0,"Borah Peak, Idaho earthquake","North Gravel Bar, Tarrace",0.0,6.9,0.46,0.2580047828882695,5.0,62.0,37.54913009852912,316.12184433175446,3.0,3.65,,,-0.21584324477133043,-0.43240237928857367,-2.552328761749629,-1.8668549360563975,0.460093047575911,-0.9804436957802173,-0.774801548072248,-1.0553415688876766
75.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA1",1.0,6.9,0.36,0.2332385585010739,1.0,66.0,7.404697526202232,132.94943060685176,1.7,2.8,,,0.4270581070296951,-0.5808878158525651,0.8563994103587781,1.5775145539565172,0.460093047575911,0.10393657975871369,0.3202711228380355,0.3918883310993959
76.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA2",1.0,6.9,0.36,0.2526415761458503,4.0,70.0,7.527912266176347,122.64103517761416,1.5,3.1,,,0.5259660073067759,-0.46455738531939933,0.8424663049881249,1.7713533639903203,0.460093047575911,0.17188692194285848,0.45055303964351706,0.4883667027740501
77.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA3",1.0,6.9,0.36,0.2352909472371076,1.0,55.0,8.296681172508732,141.761248601046,1.4,2.4,,,0.5754199574453164,-0.5685827574510695,0.7555340257830468,1.4118173486102348,0.460093047575911,0.10888661074979163,0.305771607597948,0.3725549536386409
78.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA4",1.0,6.9,0.36,0.2354288516848892,1.0,41.0,7.160854279211187,130.4439417461065,1.8,3.1,,,0.3776041568911546,-0.5677559539055298,0.8839731702430431,1.6246277038791845,0.460093047575911,0.10822725557245101,0.3304236156632935,0.40153107471453664
79.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA5",1.0,6.9,0.36,0.248822422508968,2.0,58.0,7.453253440082745,159.4407896550127,1.5,3.0,,,0.5259660073067759,-0.4874550497438005,0.85090871448418,1.0793717004616623,0.460093047575911,0.16411569580069452,0.2326545915939392,0.3436446694189891
80.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-A",1.0,6.9,0.36,0.2335471413982348,4.0,54.0,8.876036124228975,172.84183774824837,2.0,2.8,,,0.2786962566140738,-0.5790377128459555,0.6900206497776794,0.8273787270226639,0.460093047575911,0.02518312785423417,0.06639055102772949,0.17956057956559462
81.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-B",1.0,6.9,0.36,0.2238099743491498,4.0,54.0,10.529593554621751,184.4927064404484,1.5,2.1,,,0.5259660073067759,-0.6374167163458756,0.5030366094028914,0.6082960833019262,0.460093047575911,-0.007728685694625856,0.02384915647508458,0.1273685416600578
